HTML,CSS,JavaScript,Node.js,React.js,Angular,Vue.js,Python,SQL,MongoDB,Java,C++,C#,PHP,Ruby,Swift,Kotlin,Go,TypeScript,Express.js,Django,Flask,Spring,.NET,Docker,Kubernetes,AWS,Azure,GCP,GraphQL,RESTful APIs,Machine Learning,Data Analysis,UI/UX Design,Testing,Agile,DevOps,Security,Database Admin,Mobile Dev (Android),Mobile Dev (iOS),Game Dev,Embedded Systems,Blockchain,PowerBI,Tableau,Git,Selenium,Communication,Leadership,Teamwork,ProblemSolving,TimeManagement,CriticalThinking,Adaptability,Creativity,AttentionToDetail,Presentation,Negotiation,ConflictResolution,Empathy,DecisionMaking,StressManagement,Experience,YearsOfCoding,NumberOfProjects,GitHubContributions,StackOverflowReputation,Education,Certification,PreferredRole,SalaryExpectation
4,3,4,4,2,2,1,0,5,2,5,1,2,3,0,1,2,1,5,4,1,2,2,1,5,0,5,5,3,3,3,4,3,5,5,1,5,0,2,5,2,3,1,1,1,5,0,3,3,3,3,4,3,5,3,4,3,4,4,3,5,5,5,9.5,6,31,734,704,Associate's,0,Software Engineer,100185
1,2,5,3,4,0,5,4,0,1,4,2,0,5,4,1,5,0,5,4,0,5,2,2,2,2,4,2,0,2,3,2,2,5,2,4,1,1,1,0,4,5,4,4,5,3,0,5,3,4,3,3,3,5,4,5,4,5,4,3,3,3,5,1.8,0,7,163,47,Bachelor's,1,Backend Developer,57522
2,0,3,3,4,3,3,2,4,5,2,5,5,4,1,2,2,5,0,4,5,5,2,5,3,3,5,4,5,5,2,0,2,0,2,0,2,0,4,4,0,2,3,2,5,1,3,0,4,5,5,4,3,4,5,4,5,3,4,4,5,4,5,1.2,1,15,393,526,Associate's,0,Software Engineer,59457
2,4,2,3,0,2,4,2,0,2,5,5,4,2,5,4,5,0,1,5,5,2,4,2,4,1,1,4,1,1,1,0,1,1,2,1,1,1,0,3,2,4,1,4,1,4,0,5,4,5,4,4,4,5,3,3,3,3,4,5,5,5,5,-0.6,0,0,309,623,Bachelor's,0,DevOps Engineer,89281
3,3,3,0,0,4,1,5,0,1,5,2,0,1,3,2,3,4,1,5,2,4,1,2,1,5,2,5,5,0,5,3,0,0,2,0,2,0,3,0,0,2,5,4,0,3,3,2,4,4,4,5,3,3,4,5,5,5,4,5,3,4,3,1.7,0,8,33,531,Master's,0,Data Scientist,77543
0,4,5,5,4,4,3,4,3,2,4,1,1,4,2,5,4,3,2,2,0,3,0,2,1,1,5,3,5,4,2,0,2,2,5,5,5,2,3,5,3,2,5,5,2,1,1,4,5,5,5,3,4,3,3,5,4,3,3,5,5,4,4,9.1,8,39,402,1034,Master's,1,Security Engineer,114313
5,3,1,4,3,0,2,0,4,5,0,5,1,1,1,2,3,4,0,2,3,0,1,5,4,2,2,0,0,3,2,4,5,0,0,3,0,2,0,4,1,3,4,3,5,1,2,0,3,5,4,5,3,3,5,4,4,5,3,5,5,4,3,9.8,9,36,765,1831,Associate's,1,Frontend Developer,132096
5,4,1,2,5,0,0,0,3,1,2,4,3,4,4,4,2,3,0,1,2,4,4,5,2,1,0,0,2,3,5,1,5,1,5,4,3,5,5,2,1,3,2,4,0,3,5,5,3,5,5,3,4,5,5,3,5,5,3,4,3,4,3,7.2,6,28,495,1350,Master's,0,Mobile Developer,106796
2,1,4,0,1,5,4,5,2,4,0,4,2,5,4,1,4,2,3,2,3,0,5,2,1,4,3,2,4,4,0,0,2,1,1,4,5,1,3,4,0,5,3,0,2,1,2,5,4,5,5,4,3,5,3,3,3,4,4,4,5,4,4,7.8,8,36,808,819,Bachelor's,0,Security Engineer,92102
4,2,5,0,5,5,3,0,3,0,3,3,4,1,4,2,1,4,0,3,3,4,5,5,3,0,3,1,0,2,4,5,3,0,1,4,1,3,3,3,4,3,1,5,2,1,5,2,3,4,3,3,4,4,3,5,4,4,3,4,5,3,4,1.5,0,21,178,771,High School,1,Mobile Developer,95962
1,2,0,4,0,4,5,5,0,5,3,2,5,1,1,3,5,1,4,5,3,3,1,2,4,4,4,1,0,0,4,4,4,5,4,4,5,3,3,1,5,2,1,3,2,4,5,4,4,3,3,3,5,4,5,5,5,4,5,3,3,4,3,6.9,6,25,471,1480,High School,0,Software Engineer,122090
5,1,4,1,0,3,5,2,2,4,5,1,0,5,5,2,4,1,5,5,2,5,4,2,0,5,5,0,5,4,0,1,4,3,1,0,5,0,1,3,3,5,0,5,4,4,1,3,3,5,4,4,5,4,4,5,4,4,3,3,4,3,4,6.2,9,20,475,1505,Master's,0,Machine Learning Engineer,109230
4,2,3,5,5,1,1,2,1,3,1,4,3,3,2,0,0,0,4,3,3,2,0,2,0,4,1,4,5,3,2,3,3,4,1,1,4,3,4,3,2,0,1,4,2,1,5,0,3,5,3,5,5,5,5,3,4,4,4,4,3,5,4,3.8,4,29,228,922,Associate's,0,Security Engineer,90104
2,2,2,3,2,5,5,1,2,1,2,4,1,4,0,5,3,4,4,4,3,2,3,4,1,3,1,1,0,1,1,0,3,4,4,1,3,1,0,2,1,2,1,5,0,5,5,2,4,5,4,5,3,5,5,3,3,5,5,3,3,3,5,2.2,3,11,231,859,Bachelor's,1,Full-Stack Developer,89359
4,1,4,1,2,3,3,0,4,3,1,2,4,1,4,2,2,4,0,2,3,1,2,0,2,0,0,3,1,4,0,5,0,1,3,4,3,1,0,0,3,1,2,2,3,5,2,0,5,3,4,3,4,5,5,3,4,4,5,4,5,3,3,1.8,0,11,487,156,Master's,1,Software Engineer,66604
3,4,4,0,5,5,4,2,3,5,0,4,5,5,0,5,0,0,3,0,2,4,3,5,1,5,5,1,2,5,0,0,5,3,4,0,5,3,5,3,5,1,4,1,2,3,5,5,3,3,3,3,3,4,5,5,3,5,3,4,4,5,4,4.3,3,19,434,790,High School,0,Machine Learning Engineer,106760
4,2,4,3,0,4,2,0,1,1,3,2,0,2,2,4,0,0,2,1,1,0,0,1,2,3,5,5,1,2,5,5,3,4,4,3,4,4,2,2,0,3,0,3,4,0,4,5,5,5,4,5,5,4,3,4,5,4,4,4,4,4,5,4.7,3,32,175,646,Master's,0,Security Engineer,86798
1,4,3,0,3,0,1,4,2,5,1,3,4,3,4,1,1,1,1,3,2,3,3,3,1,5,5,3,0,2,2,4,5,1,1,1,5,4,5,0,5,4,3,4,5,5,3,1,3,3,5,5,4,5,3,3,5,4,5,3,5,5,4,5.5,8,17,729,901,Master's,0,Security Engineer,61014
2,2,1,3,0,0,3,5,1,2,5,1,4,2,3,0,4,0,0,4,2,1,4,1,0,4,2,3,2,4,5,0,1,5,1,4,1,0,2,5,3,1,5,4,4,3,2,5,5,4,3,5,3,5,4,5,5,4,4,4,3,3,5,4.8,0,18,147,490,PhD,1,Security Engineer,113483
4,3,4,0,3,1,4,0,3,5,4,4,0,5,2,4,3,0,4,1,4,5,5,1,2,1,5,4,1,3,0,1,0,1,3,5,0,5,1,1,2,3,0,1,4,2,2,0,3,4,4,3,4,5,3,4,3,4,3,5,3,3,5,8.3,8,42,649,1622,Bachelor's,0,Software Engineer,85064
3,4,4,3,2,0,5,1,1,0,1,5,4,0,2,3,3,5,5,3,1,0,3,2,5,1,3,1,2,1,5,3,5,3,5,0,4,2,3,3,5,3,1,2,4,4,0,5,3,3,3,4,3,5,3,5,3,4,5,4,4,4,4,-0.1,0,9,207,680,High School,0,Backend Developer,76912
4,4,2,4,1,4,2,4,4,4,1,0,5,5,1,5,1,3,1,5,1,1,2,0,2,1,1,3,4,0,5,0,5,2,1,5,4,0,2,4,2,1,5,2,4,2,0,5,5,3,5,4,5,4,4,5,5,3,4,3,4,4,4,2.0,0,23,329,291,PhD,1,DevOps Engineer,80481
2,4,1,5,5,5,2,4,2,2,4,2,4,1,4,1,1,4,4,2,3,3,3,1,5,4,3,5,1,4,0,2,1,1,3,1,3,4,4,0,3,2,4,0,4,1,2,2,3,5,5,3,3,3,4,4,3,4,4,4,4,5,5,5.5,4,19,532,1295,Bachelor's,0,Security Engineer,96582
0,3,4,2,0,1,1,2,0,2,4,1,2,2,0,3,3,5,3,0,4,2,0,4,0,5,5,5,0,5,5,0,1,5,1,4,3,2,0,0,1,5,4,0,3,1,1,1,3,3,4,5,3,3,4,3,4,5,5,5,5,5,4,5.5,6,30,474,884,Associate's,1,Software Engineer,80854
3,1,3,2,4,2,2,4,0,2,4,1,1,2,0,1,0,5,1,1,2,3,0,4,2,3,3,0,3,3,1,0,5,1,4,2,5,1,0,4,2,1,5,4,1,1,0,1,3,4,5,4,4,5,3,3,4,4,4,5,3,3,5,1.3,1,22,438,596,PhD,0,Data Scientist,102886
5,0,5,1,3,3,5,0,0,0,2,2,5,2,3,2,2,1,2,3,2,2,1,0,1,5,5,5,2,2,2,1,3,2,4,4,3,4,0,2,2,2,4,0,5,1,5,4,5,4,3,3,3,3,5,3,4,4,4,5,4,5,3,3.5,1,15,404,1084,PhD,0,Data Analyst,50000
0,4,2,4,3,4,5,5,0,5,4,0,2,0,0,5,1,4,2,2,0,0,2,0,5,4,1,5,0,5,1,2,5,4,4,1,0,0,2,1,0,4,1,1,1,5,2,5,3,3,4,3,4,4,5,4,5,5,4,4,4,3,3,3.9,5,23,734,869,High School,0,Mobile Developer,96393
5,5,3,5,2,0,4,1,5,3,0,1,0,3,4,4,3,4,4,4,0,0,5,0,4,0,2,4,5,5,1,1,5,3,4,5,4,5,4,1,4,2,4,5,1,4,1,1,5,4,5,3,4,3,3,5,3,4,5,3,3,5,4,6.2,4,32,211,790,High School,0,Software Engineer,74371
0,4,5,1,4,4,3,4,4,3,5,2,5,4,1,3,2,4,3,5,0,0,4,4,5,0,2,2,2,3,1,1,3,2,1,3,3,5,2,3,5,1,0,4,5,4,0,1,5,5,3,5,3,5,3,5,3,3,5,5,5,5,5,1.6,4,13,462,864,Bachelor's,0,Software Engineer,69961
0,4,1,5,0,1,3,5,5,4,5,2,0,4,5,2,3,4,2,1,4,4,3,5,0,3,3,5,1,5,2,1,5,2,5,2,1,0,4,3,5,2,2,0,4,0,0,3,5,4,3,4,5,3,5,4,4,3,3,4,4,3,5,2.4,2,10,229,797,Associate's,0,Mobile Developer,92695
1,1,0,2,2,3,5,3,1,5,1,3,2,3,1,2,5,2,1,3,5,4,1,0,1,3,4,0,2,1,0,0,5,3,4,1,3,5,2,1,2,4,1,0,4,5,1,1,4,3,3,4,3,3,4,4,3,4,3,5,3,5,3,4.9,2,29,125,925,High School,1,Frontend Developer,106598
3,5,5,4,5,3,1,4,4,4,4,3,5,2,2,3,1,5,4,4,2,2,2,2,2,5,5,4,1,2,3,0,1,0,1,0,2,5,4,3,5,4,1,4,4,1,2,5,5,5,3,5,5,4,5,5,4,3,4,5,5,5,5,7.4,4,33,641,620,Master's,0,Data Scientist,105206
3,0,3,4,5,4,1,3,2,4,3,5,5,4,2,4,1,3,0,3,0,1,2,2,1,0,2,4,0,3,5,4,5,3,4,0,3,4,2,1,5,4,1,5,5,0,0,5,3,3,5,5,3,5,4,5,4,5,4,3,4,3,3,7.8,6,25,470,970,High School,0,DevOps Engineer,112893
1,1,5,0,5,3,0,4,2,3,5,4,1,0,2,1,1,2,5,0,5,0,1,4,2,3,5,5,2,5,0,5,1,4,0,4,1,0,4,4,1,4,2,1,1,3,0,5,5,5,4,4,3,3,3,5,5,4,3,4,5,3,4,8.5,9,30,587,1601,PhD,0,Frontend Developer,131835
5,1,4,5,4,1,5,4,3,5,5,3,2,4,4,0,5,5,2,2,1,4,3,3,4,5,1,4,0,0,3,5,4,0,4,2,4,0,1,3,1,0,4,1,5,3,2,4,4,3,4,4,3,3,4,4,4,3,5,5,4,3,4,11.2,10,46,570,1045,PhD,1,Data Analyst,124779
3,2,0,0,1,0,5,2,4,1,2,3,1,2,2,2,1,5,3,0,2,3,0,2,3,4,0,4,0,1,5,1,1,0,5,5,3,4,0,0,5,3,2,1,5,1,2,4,5,4,4,5,3,5,5,5,4,5,4,4,3,3,5,4.9,7,17,635,1357,PhD,0,Backend Developer,86903
1,5,5,4,1,0,2,1,1,5,4,5,2,0,5,3,5,0,4,2,5,5,3,2,5,3,3,4,4,1,3,0,0,2,5,5,5,4,3,0,5,2,0,2,4,0,4,5,3,5,3,4,4,4,3,5,5,5,4,5,3,3,5,5.7,4,19,647,1110,PhD,1,Machine Learning Engineer,107345
0,3,4,4,0,2,2,0,3,1,3,3,4,0,1,5,2,4,1,5,2,5,3,4,4,4,3,5,0,1,2,4,4,4,0,5,0,2,5,5,3,2,0,1,0,4,0,0,5,4,3,5,5,3,4,4,3,3,5,4,5,3,4,2.5,3,23,332,384,Associate's,0,Full-Stack Developer,89999
4,2,5,3,5,2,3,5,3,5,2,0,2,1,3,2,4,2,0,4,3,4,2,5,2,2,4,3,0,0,4,0,1,0,3,5,0,2,4,5,5,1,5,0,3,1,5,1,4,3,5,4,5,4,4,4,4,5,4,3,4,4,5,8.0,8,33,784,1352,PhD,0,Security Engineer,119779
3,2,3,1,3,2,4,5,2,5,0,2,3,2,1,2,1,3,5,4,1,1,4,4,2,1,3,3,1,1,3,5,1,3,0,4,1,1,0,4,0,2,2,0,4,2,0,3,4,4,3,4,4,5,5,3,4,3,5,4,4,3,5,4.6,6,20,703,652,Associate's,0,Security Engineer,50000
5,2,5,0,5,2,3,1,5,0,5,3,4,5,5,4,1,4,1,4,5,3,5,4,4,3,0,0,3,4,4,1,1,2,0,3,0,5,5,1,5,3,5,3,4,2,4,2,5,4,4,5,4,4,4,3,3,5,5,4,3,4,4,6.0,8,27,451,1636,Master's,0,Security Engineer,112065
2,0,3,0,1,4,5,1,5,1,0,0,2,5,5,0,0,3,4,0,1,2,4,4,2,2,5,0,1,0,1,1,4,5,0,0,1,0,1,4,5,0,5,3,0,4,4,1,3,5,4,5,4,4,3,3,4,4,3,4,5,4,5,10.1,11,32,702,1353,Bachelor's,1,Frontend Developer,126686
3,4,5,3,3,0,4,2,3,1,5,3,0,4,3,2,2,0,2,2,2,1,4,3,3,4,5,0,4,5,2,0,3,5,5,0,4,2,4,4,3,4,5,3,5,2,1,5,3,5,3,3,3,5,5,3,5,3,5,3,4,3,3,-0.1,1,1,535,168,PhD,0,Security Engineer,65652
5,0,3,0,1,5,2,5,3,4,2,5,3,4,4,1,1,4,0,1,0,0,4,0,4,5,0,4,4,2,0,4,3,1,2,5,1,1,5,1,3,2,5,4,2,1,1,2,4,5,5,3,3,4,3,4,5,5,3,5,4,5,4,6.2,4,26,378,842,Master's,0,Backend Developer,111148
4,5,5,0,3,5,4,1,5,0,3,0,5,2,0,1,1,0,4,2,0,1,5,4,2,3,4,3,1,3,0,3,5,1,5,1,2,3,2,3,0,1,4,1,3,4,0,2,3,3,3,4,5,3,5,3,4,5,3,5,4,3,3,7.1,8,36,616,1481,Associate's,1,DevOps Engineer,97992
3,3,2,4,0,1,2,5,3,1,1,4,0,0,5,4,1,3,0,2,5,2,3,3,4,0,2,1,5,2,3,3,5,4,4,3,2,3,3,5,1,5,4,4,0,2,1,3,3,3,5,5,3,4,3,3,3,4,5,4,3,3,5,6.2,6,21,786,915,Master's,0,Frontend Developer,118549
3,0,2,3,5,2,1,4,5,2,5,2,5,4,0,4,5,2,0,5,5,4,4,2,0,0,4,1,4,3,1,2,3,1,0,2,2,0,5,1,5,2,1,1,0,5,1,0,3,4,3,5,5,3,3,5,3,3,3,5,3,4,3,-0.2,0,14,318,853,Bachelor's,0,Data Scientist,79850
4,4,5,1,4,0,5,3,3,0,3,0,3,0,0,2,4,5,4,1,0,5,3,0,0,3,5,4,5,1,2,4,0,0,1,3,1,0,0,1,3,5,3,2,2,3,5,5,3,4,4,3,4,5,5,4,3,4,4,5,4,3,4,8.2,9,30,875,998,High School,1,Full-Stack Developer,117623
0,0,3,5,2,2,4,0,3,3,3,3,0,4,0,2,0,4,5,5,2,1,5,0,0,2,1,3,3,0,4,1,4,0,2,0,1,5,5,1,0,0,5,0,0,5,3,5,3,3,5,3,3,3,3,4,5,4,4,3,4,5,3,6.6,10,27,901,1728,High School,1,Data Analyst,115711
5,0,0,5,4,3,2,3,0,5,4,3,4,5,5,2,3,1,2,1,4,2,3,4,4,4,4,3,0,5,0,4,3,0,0,2,4,2,2,1,0,5,4,2,1,0,0,4,4,3,3,3,5,3,3,3,5,3,3,3,5,3,4,10.1,11,41,989,1305,High School,0,Mobile Developer,131254
5,4,2,1,3,0,1,2,4,4,3,0,4,3,4,1,5,0,5,3,0,2,2,3,1,0,4,0,4,3,5,3,5,3,1,2,4,5,4,1,4,0,0,4,2,4,4,0,5,5,3,5,3,5,5,5,3,4,4,3,5,4,5,5.6,1,28,254,662,PhD,1,Frontend Developer,107298
4,4,5,1,1,4,2,3,0,1,4,2,1,5,1,4,3,3,0,3,0,5,0,3,0,5,3,4,1,4,1,5,2,3,2,2,5,2,3,2,3,3,4,1,3,4,3,1,3,4,3,5,3,5,5,4,5,3,4,4,3,4,3,6.8,8,36,427,1502,Bachelor's,1,Software Engineer,101601
0,5,0,0,3,2,5,5,2,4,4,0,2,4,3,5,2,2,4,2,1,2,0,1,0,4,3,5,1,5,2,0,2,3,5,2,3,4,2,4,3,5,0,4,0,2,1,0,3,5,5,5,3,3,5,4,3,3,3,3,4,5,5,7.3,9,39,666,1765,High School,0,Full-Stack Developer,136800
4,4,3,5,3,5,3,0,0,4,5,5,3,0,2,3,4,3,5,3,3,0,5,2,0,3,3,5,2,5,3,1,5,3,1,5,2,5,2,5,5,4,0,3,2,0,0,2,5,3,3,5,5,3,4,3,5,4,4,3,3,5,3,8.7,10,27,665,1779,Associate's,0,Security Engineer,92398
0,4,4,1,5,0,0,4,3,4,5,5,3,2,2,3,4,3,3,0,5,3,4,4,2,2,2,3,1,3,2,4,4,5,2,4,0,0,4,3,2,3,5,5,1,2,0,3,3,4,5,5,5,4,3,5,4,4,4,4,5,3,5,4.0,0,17,289,683,Bachelor's,1,Backend Developer,74485
5,3,3,3,0,1,1,3,3,1,1,0,1,3,2,4,1,3,1,3,3,4,0,5,1,2,2,3,0,5,1,1,2,2,3,2,0,0,2,5,3,4,1,2,0,0,4,1,4,4,3,4,5,4,5,4,4,4,3,4,4,5,4,8.3,9,32,737,1542,PhD,1,Software Engineer,80149
0,2,3,5,5,2,1,0,1,4,5,0,1,2,1,0,2,3,3,0,5,0,4,1,3,0,0,3,2,2,1,0,5,0,2,1,4,4,3,2,0,3,3,0,5,4,2,4,5,4,3,3,5,4,4,5,3,5,4,3,4,5,5,6.9,10,39,852,1279,Master's,0,DevOps Engineer,99142
4,0,2,4,3,4,3,2,4,0,3,0,1,5,2,1,2,0,3,5,4,5,4,3,5,1,4,2,0,1,1,3,0,3,3,4,3,1,5,4,2,0,5,3,0,0,5,1,4,3,5,3,3,5,4,5,4,5,3,3,4,4,3,1.5,1,14,314,1034,Bachelor's,0,Mobile Developer,85694
1,5,1,3,4,0,3,3,5,1,2,4,0,2,5,0,3,1,4,1,0,2,5,1,2,3,1,2,1,2,1,2,4,2,1,2,1,5,3,3,3,0,1,3,1,0,1,2,5,5,5,5,4,3,3,5,3,3,4,4,3,4,4,0.0,0,12,156,599,Associate's,0,Mobile Developer,50000
2,1,3,4,2,5,0,5,3,1,0,3,1,3,3,3,2,1,1,1,5,1,3,0,0,4,2,1,2,3,1,3,0,2,3,4,1,0,0,1,2,3,5,5,0,5,3,0,5,4,5,5,3,4,3,5,4,3,5,5,4,5,5,7.6,9,30,716,924,Master's,1,Backend Developer,110367
1,4,2,2,0,2,5,3,4,1,0,5,3,2,3,3,1,4,1,3,3,4,1,2,5,2,3,0,0,4,0,3,1,4,1,5,4,0,1,0,1,3,3,5,0,3,1,5,3,5,3,4,3,4,5,5,5,4,5,3,3,4,3,8.0,7,41,782,1155,High School,0,Software Engineer,126009
1,0,5,1,1,1,5,1,0,4,0,4,2,4,5,2,0,3,1,0,1,4,3,2,4,3,4,3,5,3,0,1,0,0,2,5,0,5,1,3,2,2,4,3,2,3,0,5,5,3,4,3,3,4,5,5,3,5,5,5,4,4,5,6.1,4,32,608,574,Associate's,0,Full-Stack Developer,109271
2,3,2,5,4,4,3,4,4,4,1,0,3,3,4,1,1,1,1,5,0,3,1,1,0,1,5,0,2,5,2,3,4,5,0,2,3,2,3,1,1,2,4,5,0,4,5,0,3,5,5,3,4,5,3,4,5,5,4,3,4,5,5,5.3,3,18,185,1150,Master's,0,DevOps Engineer,119045
3,4,1,4,3,5,5,5,3,0,1,4,1,1,0,2,2,4,0,1,4,3,3,5,2,0,3,0,0,2,2,2,3,3,3,2,4,2,1,4,0,3,3,0,5,3,0,0,4,5,4,3,3,3,3,3,4,3,4,3,3,3,4,8.8,13,36,963,1790,Associate's,1,Mobile Developer,138197
4,2,4,5,4,1,2,2,0,0,4,5,3,4,1,0,1,2,3,5,3,2,2,3,0,1,2,5,4,0,2,1,0,0,3,4,2,5,4,3,0,2,2,1,0,1,2,3,3,4,5,3,3,3,3,3,5,3,4,3,3,4,4,7.8,7,33,845,1162,High School,1,Backend Developer,115169
4,2,0,5,3,4,1,1,2,0,5,3,0,4,2,0,5,1,2,5,5,4,3,1,2,5,5,5,0,3,3,0,0,3,5,1,3,1,0,3,2,5,5,5,5,0,4,2,3,3,3,5,5,4,4,3,4,5,5,4,3,4,4,2.1,0,13,229,258,High School,0,Full-Stack Developer,81840
3,2,5,3,0,4,3,5,4,1,0,0,2,1,3,0,2,3,4,3,2,0,4,2,3,0,2,1,4,1,4,1,0,2,2,4,2,3,0,5,2,4,4,5,0,0,5,5,4,3,3,3,3,3,4,5,4,5,4,4,5,3,4,2.5,4,14,595,964,Associate's,0,DevOps Engineer,81078
3,0,4,3,5,0,5,3,1,4,1,5,2,3,0,4,5,0,2,0,3,1,5,5,0,3,5,5,1,5,4,3,0,3,5,4,4,2,5,4,4,5,3,2,2,5,2,5,4,4,4,4,5,4,4,5,4,4,3,5,5,5,3,1.7,3,8,620,778,PhD,0,Data Scientist,101409
2,3,1,4,3,2,4,4,5,0,5,0,0,5,3,3,5,5,2,5,1,0,3,4,0,4,5,4,2,5,0,5,0,0,3,0,4,0,2,1,4,3,3,4,2,5,4,1,5,3,3,5,5,5,3,4,5,3,5,5,3,5,3,2.0,0,10,354,842,Bachelor's,0,Software Engineer,75626
2,3,1,1,0,4,5,0,1,4,5,3,3,0,2,3,0,2,0,5,1,3,2,2,2,0,1,4,1,0,4,0,0,5,5,3,4,0,0,4,4,3,5,4,3,0,5,0,5,5,3,5,5,5,5,4,4,3,5,5,3,3,4,6.9,11,38,624,1762,Associate's,0,Machine Learning Engineer,121796
3,2,1,3,3,5,2,4,5,1,0,2,2,1,5,0,2,2,0,1,0,2,3,5,5,0,5,2,5,0,3,3,4,1,3,3,1,1,4,4,0,2,4,5,5,5,0,1,4,5,5,4,3,4,5,3,3,4,4,4,5,3,5,4.7,5,14,504,1236,High School,0,DevOps Engineer,102969
3,0,4,1,4,4,1,5,3,3,2,5,3,4,5,5,5,1,5,0,4,5,0,1,2,3,3,3,4,3,4,3,2,1,4,2,5,5,2,5,2,2,3,2,3,3,1,1,4,4,3,5,5,4,4,3,5,4,5,3,4,4,3,9.2,10,37,686,1602,PhD,0,Full-Stack Developer,113159
5,2,1,3,4,1,3,0,2,4,2,5,5,2,1,5,0,0,1,5,2,4,5,5,0,3,3,4,3,5,2,4,5,5,4,5,4,3,0,2,1,2,5,1,4,0,5,4,5,5,3,3,5,5,4,5,3,5,3,4,3,3,3,3.6,4,18,371,1162,PhD,0,DevOps Engineer,66923
4,1,2,5,2,3,0,5,5,5,5,0,0,5,0,4,1,0,1,2,5,4,4,1,2,4,5,4,4,1,4,3,5,0,1,0,5,0,3,1,4,5,2,0,2,4,5,1,5,3,3,4,3,4,5,3,4,4,4,3,3,4,5,5.8,8,30,618,1466,High School,1,Mobile Developer,103734
2,5,4,3,5,1,0,0,2,5,4,1,1,1,4,5,0,3,5,3,4,1,1,0,3,4,5,2,4,3,1,0,3,0,1,4,0,3,1,1,0,2,2,1,0,5,4,1,5,4,3,3,5,5,3,5,5,3,3,4,3,3,4,0.2,0,2,442,48,PhD,1,Security Engineer,54859
1,5,3,1,2,0,4,0,2,5,5,2,3,1,5,0,1,0,1,4,3,3,2,5,1,0,3,3,0,3,5,4,1,3,5,4,4,0,4,0,5,0,0,0,3,0,5,1,5,4,5,4,5,4,5,4,4,4,3,3,3,5,3,8.8,5,30,717,636,Master's,0,Machine Learning Engineer,134355
0,5,3,1,5,5,1,3,3,2,2,4,2,0,2,2,3,1,4,5,4,5,0,2,5,4,3,3,3,4,5,0,3,3,5,2,3,0,0,0,4,3,2,1,3,1,2,1,5,4,4,5,4,5,4,3,4,3,4,5,3,5,5,1.6,3,13,497,798,Associate's,0,Security Engineer,66585
2,2,5,3,4,4,1,2,0,5,2,1,3,3,1,1,0,1,1,3,0,0,1,5,1,4,0,1,3,1,5,2,1,2,1,5,5,3,4,1,2,3,1,1,2,1,0,3,3,4,3,4,3,3,5,3,5,3,5,4,3,4,4,10.3,12,45,670,1809,PhD,0,DevOps Engineer,113454
2,2,0,0,4,1,3,3,1,3,3,5,3,4,0,2,0,0,4,5,4,4,2,3,0,0,5,3,3,5,1,4,3,5,4,2,1,4,3,2,0,3,5,0,5,5,2,2,3,4,4,3,3,5,5,5,4,3,5,4,3,4,5,9.6,9,30,600,1835,Master's,0,Security Engineer,121161
4,5,0,4,3,4,0,5,2,1,4,0,0,1,0,5,4,2,1,0,1,1,4,0,3,2,1,5,5,2,4,3,3,0,3,3,3,4,4,3,4,0,3,1,1,4,0,5,5,3,3,3,5,5,3,3,4,4,3,3,5,5,4,3.6,4,24,532,714,Associate's,0,Data Scientist,107207
2,3,3,0,2,2,0,3,1,1,2,5,3,4,2,2,1,0,2,1,1,2,5,1,2,2,3,3,4,3,5,4,1,1,1,0,5,1,2,1,2,0,2,2,5,0,0,0,4,3,3,4,3,5,3,3,5,3,3,4,3,4,3,0.5,0,15,359,518,PhD,0,Software Engineer,50480
0,4,3,2,2,2,5,3,0,5,1,5,2,0,5,2,4,4,0,5,3,3,5,1,5,4,4,0,0,3,3,1,2,1,0,4,1,2,3,3,0,4,4,3,5,3,1,0,3,4,5,5,5,4,5,4,4,4,4,5,4,3,5,7.4,7,24,612,1184,Associate's,0,Mobile Developer,117092
4,4,4,0,5,0,3,2,0,5,2,4,4,3,3,3,5,0,4,0,3,3,3,1,2,0,3,5,1,1,0,0,1,1,3,3,2,0,5,4,5,0,2,5,4,3,1,4,5,3,4,3,4,5,5,3,3,4,5,4,4,4,3,-1.0,0,2,349,89,Master's,0,Frontend Developer,65403
0,0,0,0,5,1,2,0,2,4,4,0,1,3,1,1,4,3,1,2,1,2,2,2,4,0,2,0,0,4,0,4,5,4,4,3,1,0,3,0,5,0,2,0,5,5,0,3,3,3,4,3,4,5,4,3,4,3,4,4,3,4,4,0.5,0,12,96,247,High School,1,Full-Stack Developer,72942
3,2,2,0,4,4,5,1,0,5,3,3,0,3,3,0,5,1,0,5,3,0,1,2,3,5,2,5,2,5,2,3,0,1,4,0,5,3,4,0,5,3,4,4,4,3,4,2,4,3,3,4,3,3,5,5,3,4,5,4,3,5,4,8.0,8,43,568,1255,High School,0,Full-Stack Developer,99624
0,1,3,5,2,5,0,3,0,1,3,4,4,3,3,5,2,0,1,0,2,0,0,4,4,3,1,1,2,5,1,2,4,4,0,3,2,3,0,2,0,4,1,4,3,4,5,2,5,4,5,3,4,5,5,5,5,4,5,3,3,3,3,4.9,3,32,152,675,High School,0,Software Engineer,83868
2,2,1,2,5,4,2,0,3,2,4,0,0,0,4,2,3,0,0,3,1,5,5,1,0,4,1,4,2,3,4,5,2,0,3,2,4,2,1,2,3,3,2,2,1,2,1,5,3,5,3,5,5,3,4,5,3,4,4,3,3,3,3,4.6,4,13,392,455,Bachelor's,1,Software Engineer,50000
